cycle_id,SR
18876,46.95303085080742
22118,74.25
24088,52.19397863355426
17743,69.96255094339622
17125,14.856382978723403
28070,78.74360619203708
26058,110.22413129108757
24702,92.10822614214064
24007,92.75646936258367
25693,52.726634334745114
9921,29.95
12324,49.685
18732,96.70313645947928
24480,56.42
20530,96.11833333333334
24542,91.36180386237858
24886,112.45
23341,83.41111111111111
21662,114.22142857142856
11854,59.34117647058823
26165,75.86206896551724
28280,66.5385587863464
20892,66.0
9987,28.47058823529412
11044,45.0
16486,101.87841250000001
10200,17.004
10896,28.98
16799,41.0
19044,31.159799999999997
27016,73.21925
5442,77.90794897959185
7897,99.925
29263,117.33333333333333
15402,86.22367525773195
21461,121.50000000000001
27906,62.5
18518,64.3563584993592
23702,114.49900909090908
24693,78.10698688126074
25131,71.1187880944966
21931,51.1
23708,102.10409
28844,100.81
16347,107.05043569023569
29100,92.43835982008996
18237,32.5
21089,31.635714285714283
27764,66.3223036495179
16910,231.82154545454546
27300,101.22827364864865
20288,84.05161102201487
27325,74.0
16488,73.622875
17740,92.16902026697566
22273,36.4
18404,5.777777777777778
10242,95.175
25360,84.73528431372547
29099,92.67692653673163
10367,113.04166666666666
27707,164.75658461538464
19692,75.62409684210526
24223,50.0
21966,96.20689655172414
12361,54.50783333333333
16042,49.94850833333332
14328,107.56946153846152
10028,107.92545454545454
20949,77.5
28408,39.56143325421046
16155,23.01635266119636
23068,75.0
27755,88.82006921873119
28066,94.87126994092999
17625,68.13587376319565
23913,129.68400719572975
27187,30.705
20982,56.94617564553036
24506,103.3228
25601,72.50351535036326
12482,53.28000000000001
25901,5.475441216263617
8687,77.77777777777779
12937,27.200000000000003
12596,40.0
19372,102.1629299640072
27881,84.42626077668422
20671,69.30742153846154
23123,14.17019448394656
19555,100.57000999999998
28305,142.5
20615,65.85021895833333
26690,110.00000000000001
26062,105.66016758413102
26244,73.42533738783649
24987,95.23809523809523
12978,51.839999999999996
19433,68.6576
11637,72.16666666666667
16483,50.0
24093,56.73308054717888
17575,99.8249019750373
19484,97.23884000000001
23850,83.55113394151249
20294,47.93674666666667
20953,59.833333333333336
23110,76.0847962048257
23381,78.30838695849265
20943,24.0
28054,17.91044776119403
23823,27.313454545454547
11422,112.5
16636,32.32969696969697
11741,17.04
27558,95.19999999999999
26251,66.09674950079872
7157,54.859500000000004
24445,129.6
25581,18.823529411764707
14437,62.544605263157905
16272,11.470588235294118
19247,73.56544155555555
17436,29.33541666666667
9994,15.809999999999999
18831,58.09814814814814
10408,115.5
24045,55.680461538461536
26683,33.54049125
17736,82.25376667267159
15503,21.627614781634936
4045,88.2137953464659
12436,152.02702702702703
18230,56.66328180923408
24949,36.417910447761194
15488,67.46854545454545
11545,45.721428571428575
12325,62.948666666666675
16398,52.75
18761,60.0
15217,2.320094376720409
18395,22.88
23979,156.3728819643883
15491,16.01342331111363
4038,115.73681142857141
16800,38.13333333333333
27167,70.01901235369907
24087,68.25869580957551
14693,40.88725
16327,74.90259565217391
17693,64.20932
22023,123.84666666666666
22651,35.675000000000004
25132,57.29894063120724
20975,83.56056469708302
16525,81.62
20664,89.61412615384614
4442,83.5819532391622
12854,81.95777244444443
19309,106.64927220777946
20190,151.96621739130433
25897,78.78005273770746
20662,97.00271384615384
13308,75.69709752848478
8685,75.0
18739,159.46125461254613
20759,31.521008403361346
16057,30.912163636363633
11544,33.72
26246,85.86998019207684
26569,82.24788073662673
9091,76.3411004544
17330,41.63619526269254
18446,54.0
9990,75.6
19313,95.38805483279714
22535,0.8345454545454545
9590,49.142857142857146
25072,51.6
17718,150.06944680851063
11080,17.975622681505037
19683,120.71917897727273
21382,41.11633333333333
24694,83.75537200053428
25967,34.64853333333333
25621,71.3878431372549
13913,60.57896
16049,31.86259084735997
24420,90.13333333333333
16107,70.576064
20818,76.44366666666667
16267,42.30769230769231
17747,76.35996839125315
20898,20.0
25552,57.599999999999994
18036,70.877
11423,25.0
26422,60.89128
7276,55.21373333333334
16154,47.31448767441722
24519,97.87717500000001
27091,97.82413333333334
12347,73.98782608695652
22119,46.625
8008,103.76289784289784
16108,53.40703096
25130,64.67913867509009
29124,142.5
4254,100.49999999999999
10706,36.64129647619048
10636,18.28125
24206,59.26781139191212
18976,42.43636111111111
19366,95.637068787515
10010,126.32000000000001
25361,39.67257843137254
21024,112.5
9112,82.5
21688,14.998998379731917
23185,34.32
23817,30.175
25315,45.45454545454545
24966,170.57142857142858
10166,36.0
23846,68.83139927895449
27690,78.22222222222223
24836,69.4492716802168
24849,101.33333333333334
18133,30.966417910447763
18403,83.20100000000001
18902,47.84090070136582
27974,40.657446714749476
12572,107.515
27099,96.36110478359909
25139,58.79649492236908
23710,108.8035268965517
26253,42.24303597122302
27171,64.14525611459382
16803,7.723380000000001
24478,141.05
12350,66.2684347826087
10027,114.99999999999999
22117,58.333333333333336
14614,124.2375
24775,74.10011685577679
23699,106.51448055555555
19077,3.6988965517241374
15767,137.29032258064515
16616,46.359375
15493,92.49469096753587
19681,116.3029139957265
16503,33.0878
15067,21.621086956521737
16498,66.98182083333333
23213,93.69803428402344
29130,35035.0
17730,89.56906706531264
15404,113.13584433962262
14289,58.65974268292683
23371,130.1846187755102
15640,167.78523489932886
19070,102.25846784126983
23359,38.11946666666666
24889,46.37719545454546
26166,66.10344827586206
17401,47.843867499999995
20890,104.5
16755,47.104
17201,5.090375
18537,30.673439999999996
16501,73.64634166666667
17191,108.1248
20841,115.25000000000001
22479,30.0
14822,74.98924731182795
18424,82.8
22702,32.0
22688,79.09608695652173
17637,19.796000000000003
23711,97.64330779220779
29597,46.875
26053,110.74285714285715
27556,86.7106
12046,41.44
16497,61.58647916666666
18484,73.18131868131869
11848,33.6
16329,72.92047270531401
8476,119.15833333333335
15399,53.582304123711346
27904,46.666666666666664
27189,78.455
20970,55.00000000000001
18483,60.62359943977591
27109,88.21536323160333
11851,32.946
20990,8.612546904315197
12869,91.03659428806488
17627,62.53215326419432
25381,92.16
25579,29.411764705882355
20887,130.27
24091,73.48733613541488
26445,126.84432421333334
28943,96.37676172831337
20750,54.800000000000004
14096,92.1933984962406
22815,135.625
22068,26.0
23561,155.33333333333331
17745,101.58209806000147
28313,88.0
28064,98.1713270889125
15853,78.4
16052,13.691074617000917
16374,112.90433333333334
27096,164.41795555555555
15784,3.85
24543,69.33255895455895
5159,95.0
24089,122.54500599273015
16323,51.1124
11342,54.245
23215,88.8075983949458
24090,66.85288702416852
27084,113.24879230769231
26571,42.26907142857142
27000,37.056
15983,24.537777777777777
17750,61.89966666666666
22510,105.69591240875913
17841,100.44
19778,127.46153846153847
9096,69.05272435200001
21203,87.86666666666667
16328,76.78940714975847
26049,65.44
7622,70.67646995033292
17117,54.352941176470594
22590,120.0
26448,155.53392399999998
27295,99.77812404986318
25049,89.05221466584739
26808,32.79253333333333
24980,38.25666857142857
29579,95.918
12065,98.35301244254819
23701,121.15427515789476
19261,89.53535353535354
22613,28.799999999999997
5439,70.14617853107346
28306,71.24000000000001
17450,71.2330826276758
19238,58.21298019047618
16278,68.83333333333333
21599,2.9988699146157707
16842,81.66136620110504
18626,50.443928571428565
28604,104.0
6126,13.475279999999998
18466,27.500000000000004
22895,55.1818099792475
24240,90.0
27146,56.71196875
17738,97.87253770491805
18224,49.5
9989,55.266666666666666
5902,85.20028502208922
16611,37.77777777777778
16625,21.400929411764707
23328,49.23218181818182
25074,55466.666666666664
16252,134.46666666666667
27891,56.99999999999999
4957,74.66666666666667
11509,22.22222222222222
13117,19.828000000000003
25603,94.33715838743771
16041,73.02634166666667
27387,108.1
20978,77.7905253443526
15778,84.94633333333333
10030,84.745
18140,33.62704
9484,100.0
4552,106.66666666666667
15941,28.22727272727273
24301,83.67771428571429
18488,60.37581024805358
22965,40.832
18635,58.348982062780266
19676,120.39999999999999
22453,79.03999999999999
20616,64.03684591666668
27255,19.76470588235294
28778,200.0
18919,91.93300841407144
9098,80.559190112
22657,211.8918918918919
20886,37.5
25022,33.97324
19124,43.92857142857143
27294,113.25644572818486
18545,52.0
23735,71.15038703870388
22845,78.36
29659,16.0
18674,101.39356444993905
24609,43.5
17537,17.51
22005,100.0
25389,84.24079046739952
18637,48.88617040358745
27650,41.6475
25388,96.8
15752,72.88970588235294
9065,107.0
14345,64.5
17574,114.7303
18253,18.96
18324,19.888
27998,52.71183014264628
28395,34.57427894112999
13667,62.57575757575757
18747,78.06304347826087
21269,61.66929582222222
18877,54.80123456790123
13166,94.60900793650792
24000,88.82
16008,50.211375000000004
14576,47.39287857142857
28476,22.891333333333332
17452,132.1681043478261
11225,32.88627777777778
7289,38.652
21601,8.572209872622702
5487,66.42210650887574
29452,99.0
19253,64.1796247
27700,77.95716923076922
10198,45.94817777777778
19322,106.40957105017903
9097,72.918888928
21366,70.317
21699,69.19168176104684
19307,104.35565065973414
26845,32.154296875
28611,73.33333333333333
18633,16.70044843049327
25073,86.5047619047619
11777,41.8
12354,48.759121212121215
18427,67.8125
24674,38.29429735234216
18367,58.32000000000001
21022,74.0376
8716,109.16666666666666
19780,105.46835443037975
23208,82.11602794964139
20075,30.476799999999997
23707,99.24144827586207
23191,91.47305555555556
24883,37.34133333333333
10371,382.02985074626866
16361,83.44907379679145
20407,61.21922606481016
19871,28.906805555555554
23124,105.5193179098524
25143,60.83447969039983
17386,91.94470588235293
18396,71.39999999999999
19324,103.32143768087505
20756,12.540000000000001
16348,98.12098505990134
21025,100.20555555555555
4514,99.07407407407408
16337,92.44640608163263
8259,78.60312713259204
19689,66.38189684210528
27655,55.2
28834,73.9578947368421
25553,35.55555555555556
16343,70.86859196969696
18923,92.74397634546621
23848,90.99002929247408
20845,68.0
14325,93.45812461538462
24885,31.768
18671,84.28524609230188
24395,87.10353846153846
27604,83.93571428571428
23326,30.920400000000004
7606,17.769954410307236
19297,92.2714520569017
14585,62.12780529566441
27960,64.02
26449,118.94691901333331
20150,58.415530208333344
20024,30.156
29450,53.333333333333336
19320,106.6163731789866
19755,50.0688
27461,112.17999999999999
25307,27.085166608001877
10713,28.94723316666666
19942,55.78764
27014,70.470815
29244,91.68185840707964
27169,52.520633611197965
16158,3.8946279239394097
26248,76.21601896964854
27563,34.11764705882353
8007,95.05900919445588
16952,89.92299966521593
25336,78.95297619047619
17752,108.68288646552769
16047,24.419702661589294
24777,81.78214102632091
12504,45.160470000000004
24175,92.26369458128079
25585,43.5
23847,96.46589116719242
24520,87.9026
26775,12.5
15844,0.03333333333333333
21965,32.22592592592592
27773,106.33333333333333
16293,106.35836363636363
16938,78.4928125
22780,86.12722741433022
11808,108.68933333333332
17233,53.227934999999995
20848,47.23988095238095
21485,100.93636363636365
22305,50.89285714285714
27757,85.27193697300862
22612,25.515
16709,112.58236800000002
11618,40.0
24740,45.006391111111114
21197,144.0
24178,67.5
4239,26.289657610252004
5046,9.75975975975976
10384,27.142857142857142
18734,90.64850332878116
24403,83.125
26438,31.515120000000003
15514,20.02684764673529
18679,22.5
22447,91.0
4938,71.25333333333333
12558,75.25333333333334
22532,13.038281868173707
18277,63.6606201446281
4181,83.582
15790,117.08533333333332
17325,21.23404510676602
22268,15.867903917073656
24672,21.029938900203664
18753,73.33333333333333
25692,85.61825972920182
19049,60.74969696969696
23121,23.52114086566387
26509,2.428125
25134,78.29650309204965
27205,128.7632
20977,67.816528902371
28289,80.0
20610,52.940441166666666
26048,80.516
19637,87.53571428571428
19072,102.22611022222223
24670,25.232892057026472
8139,9.3
16275,96.66666666666667
16394,77.18570742979026
23127,72.38126282364436
27972,71.59389957948181
24574,57.0961766932999
24770,60.515858459765695
25945,62.66666666666667
23686,21.160145454545454
15495,13.907384175529033
16712,113.09028731428572
20184,55.52333333333333
28396,126.0
26480,61.4885176788438
24053,77.53860923076923
24300,69.76525
11797,54.1
15462,57.30952380952381
22184,33.6
15940,30.732777777777777
28835,67.259645
27428,102.98148148148147
27689,108.16666666666667
17727,102.10912480411363
20660,85.2504923076923
12343,71.25
22990,33.39285714285714
13112,71.23028124999999
16216,47.09230769230769
16624,122.60329411764705
25019,35.549573333333335
27282,83.10843636363636
17032,151.0940170940171
9094,75.778446464
4241,19.908600386281382
12860,99.20818694123399
26552,162.0
20269,85.71428571428571
15682,19.8
22355,58.68888888888889
23297,44.28
19369,60.27265642878651
19691,78.4392755376344
16424,14.799999999999999
10241,87.6525
22534,43.92925893611423
26476,3495.1513969265447
25375,79.62125
17456,133.33333333333331
27696,200.04766153846157
10000,79.2
18754,33.1059
12597,121.68
25445,19.35
17631,24.408266666666666
27549,64.89148522268391
12705,85.85249999999999
22306,60.0
24041,60.022593846153846
19629,83.3
25338,69.13834249084249
9093,86.1596459328
14223,105.65721122994651
27020,10.5
24396,59.388799999999996
10759,31.5425
24546,138.6309650997151
7273,59.81177333333334
11351,34.375
27762,6.077524752475247
28602,48.0
15507,41.08120982107875
15510,4.144764954146976
17065,24.395884544444677
10703,40.78651146153847
11523,47.199999999999996
19296,95.90144864365931
20405,102.44791666666666
27415,118.29176850666667
27088,98.68274444444445
5222,66.40055534338998
25137,54.7076993932506
7605,47.11931105237665
27327,103.71333333333332
27254,35.68627450980392
18059,54.50093323438801
18337,2.2333333333333334
18726,91.48661429370826
25313,57.115452305526226
16334,83.62006419607843
12850,92.89509513108615
17402,89.16939
29101,91.8623568215892
18749,95.22780233726084
12439,56.608000000000004
20741,50.0
23451,26.40283333333333
19098,36.257666666666665
13443,10.7578125
11347,84.0
25442,48.22222222222222
22650,39.45
16090,1.125
24043,57.36186153846153
10811,54.6875
27698,151.85545846153846
12359,43.95484848484848
22237,54.670818181818184
24541,87.97264619883042
16039,75.08272708333334
18431,45.0
7991,135.2432344828661
7293,60.39333333333333
18669,67.15093225097722
23435,37.089963636363635
15017,78.39281561715929
25025,102.96504831991571
27304,93.68869594594595
8000,123.50046415087765
15484,21.0525
18241,26.44796380090498
19600,0.388196
27107,87.54655586600819
18129,21.951597531821413
19696,91.27575733333333
20404,93.62912735849058
23361,103.46933333333332
18234,62.64760190441311
24685,76.23020327758917
8688,114.8
10175,60.0
27386,98.8
19066,4.0729612698412705
25181,102.89112030777035
25976,53.400000000000006
15504,32.0760861726131
28068,71.09283940301513
7127,134.6153846153846
15769,79.5215072
19653,44.10046666666666
25443,43.175000000000004
17884,66.46460459183675
16142,51.07959183673469
12724,34.090909090909086
18817,41.148799999999994
28500,133.43
27170,75.56026894468445
27903,72.5
20976,73.47085764689918
24394,8.52
10400,81.63054545454546
29109,100.59767567567567
24458,112.5
19680,53.407828947368415
14875,5526.8
28793,115.19999999999999
23069,87.07142857142857
9505,61.33333333333333
9516,118.75
15766,40.413
11683,125.0
15015,70.86519010705057
17388,62.56164578891258
23742,83.1798442789438
25311,31.94024991200281
20409,59.98956212370005
12595,131.75
21945,70.39999999999999
27609,38.800000000000004
11789,93.85714285714286
17307,16.8625
28609,102.2
15763,34.86
17744,78.79194885291307
27045,66.93939393939394
20739,78.84
18467,14.081632653061224
17833,33.29545454545455
24776,81.59324565590143
18755,25.4775
23318,56.20441975703324
10897,62.050000000000004
4047,93.23544309221803
22318,78.2886
17377,108.8628
4491,57.77777777777777
18327,110.00000000000001
23732,67.2755043151374
29108,97.07324
24766,82.0131188608346
24384,45.88235294117647
12839,0.0
21271,56.29729395555555
11926,98.37883042521993
12453,36.58991515151515
10031,155.9988
12067,95.77763637362436
12592,124.0
16006,50.53333333333333
26153,46.08
26220,64.8
10639,50.0
21273,42.96664626666667
18249,9.828571428571427
24742,67.01695
27550,78.99660958623515
10757,40.909090909090914
24409,30.786206896551725
27888,75.0
28318,69.33333333333334
8963,90.0
16489,34.79103333333333
15213,10.062893081761008
26482,66.89068793436348
19671,45.80922916666667
26051,135.27
29132,15.0
21347,52.300000000000004
16130,5.96
7997,91.55054644808743
18746,195.92318029115344
28454,106.66666666666667
12866,86.59876013783524
26440,72.87
17188,35.7269696969697
8012,118.09330014224753
11168,97.85714285714285
20714,108.69375
25078,1.4650521920668058
10197,65.17809230769231
16626,80.71428571428572
22589,74.25
19519,11.067333333333334
8005,97.44170164577987
7617,59.46682229767968
18678,94.33823947134098
14346,54.0
18149,137.33333333333334
27188,35.74
27729,83.45566666666666
15306,70.39458925948526
27902,58.050000000000004
18925,90.84372650591364
19319,132.32372394011966
26254,36.74622302158273
20531,104.56222222222222
23122,27.941875137701043
23824,9.966036363636363
15789,35.81333333333333
20438,80.84400000000001
10019,114.24600000000001
16500,12.267841666666666
27708,147.70656
20164,37.90143333333334
18407,7.222222222222221
12021,89.3375
18235,78.08416479190102
18604,76.7202361111111
10369,154.1876
28845,62.70761904761905
24691,80.86322871804099
27185,137.81699999999998
25309,34.23017130118503
24739,95.53115
26110,45.54666666666667
27150,70.81400000000001
16059,44.1
23342,82.89791666666667
26560,72.6
20981,61.98925589610713
20410,59.89363130626805
25617,51.264751552795026
21697,13.465620423439223
17581,73.5
15942,10.218666666666666
17162,72.24119386931972
17624,79.8836944127708
16253,109.71666666666667
13777,88.46175000000001
20836,95.70666666666666
11675,67.43666666666667
23839,69.44177753394595
26798,35.97176470588235
29557,6.0
22173,118.73333333333333
12131,27.750000000000004
16711,109.73182822857142
10984,16.071428571428573
23379,84.18453932456936
12859,96.60912671304473
25135,46.262751361061724
24769,70.91114190687361
19047,87.19629385964913
7876,72.79679427326487
23704,110.80032035714285
9102,103.20271625555554
16335,93.3262695652174
19957,27.27272727272727
25081,2.9618054975643697
17636,48.723333333333336
24508,178.66666666666666
8578,69.504
12332,91.098
16363,90.10492798573975
20974,70.5785473875414
22582,108.0
24970,36.98943111111111
21695,82.69155542674328
13451,26.871507864094546
14438,13.796798245614033
21280,68.583780625
8266,26.40212414349053
28607,154.0
20846,75.36482269503547
25052,78.11297589269532
28521,65.0
17835,42.857142857142854
18911,32.0
4750,104.49733796296297
10714,26.441577439999996
16941,70.34277372262774
27612,62.5
12341,111.43568750000001
23633,34.4448
18056,63.03222056969487
15432,14.563268033333335
25896,37.79967352640213
15014,0.0015924332935085624
24888,113.76299999999999
28076,80.29129447153821
25584,107.12095238095239
21281,48.00046666666666
21988,110.125
26219,50.66086666666667
23260,46.15384615384615
29438,60.0
10091,81.25
12857,46.70819083333333
27605,112.98010000000001
27153,62.64311111111112
29213,30.80850737100737
14071,95.67127877670089
25051,62.0070542168006
25619,60.76209150326798
27691,62.22222222222222
17732,94.92866234552332
16051,41.734670877659575
26093,53.959999999999994
27271,71.985
11680,95.18799999999999
27694,186.73308923076922
25308,36.20534142907427
10046,75.8475
22802,50.488571428571426
15006,69.44789510006902
20076,281.77777777777777
22130,56.274
27103,86.23034246861052
18607,62.66404338842976
8010,108.53125000000001
18269,114.1
18621,108.8628
23455,17.778
24815,90.76344342507646
16351,66.51989467649467
28492,41.099999999999994
26483,51.98877567780007
18615,1.4103762853052193
22626,78.48729607833275
16166,15.924470627840432
17192,128.7632
18468,21.36
25091,108.36666666666666
26247,77.81248209283714
15219,5.360176156023906
18829,45.6
12864,86.77963067546612
24040,47.27444615384616
27165,73.58073588826332
17403,48.493196
22908,12.0
27695,54.784738461538474
9095,80.794441968
15813,96.623
20658,82.00544615384617
18924,72.85844794299703
10023,60.0
19687,90.59952023988005
14679,21.7
9545,24.07291297591298
17042,59.31375
20979,70.19524228612944
18832,70.43174074074075
20618,18.376666666666665
22896,66.36551475232338
26258,87.26358223289314
27657,90.30731586743796
18827,338.0
20659,91.43514461538462
25444,51.839999999999996
11889,68.28571428571428
22963,58.813759999999995
20661,93.51049230769232
22898,49.23915004962555
20956,65.2
4946,58.636500000000005
24765,30.309357694596013
26450,137.17095522666665
24673,30.461914460285133
25087,72.0
24154,123.73
15498,30.71114764599125
16045,59.32524166666666
14586,41.975906561487186
17050,28.652299799441305
27104,89.02547833845543
24411,154.7
11109,97.0
15009,0.001200964277887355
17187,20.110714285714284
19803,57.751120000000014
20151,55.518161333333325
24538,57.599999999999994
10072,65.60385971875
21659,84.93333333333334
24047,71.64385846153846
15970,74.57671666666667
19078,5.854120275862069
10704,45.543340666666666
25602,96.85170664575699
20401,88.54625
21127,49.53571428571429
28211,36.5392965696917
12072,97.36127516281823
15805,161.77272727272728
19874,36.24661111111111
24092,65.41812938402593
24741,76.65448888888889
24808,108.33333333333333
16271,11.142857142857142
17832,52.27272727272727
20526,14.289900000000003
16487,21.3229
24632,58.12500000000001
29107,101.94324000000002
14439,21.80592105263158
15106,107.52
25384,91.99604743083005
17633,32.5244
15502,85.60670868683914
7995,104.8476288056206
15802,126.19192461538462
16563,38.060430000000004
25551,24.75
27151,39.95
16588,75.5
27086,176.95466666666667
17857,25.624999999999996
12348,47.15710144927536
11345,29.156976744186046
24104,52.247046843177195
25387,72.06745689655173
27416,167.47761005333334
21026,50.0
19682,117.6930965909091
19855,32.34328571428571
27101,87.68789176441383
27756,88.75888226796678
17532,45.396633333333334
18516,2.0698182453687526
4620,37.714285714285715
16802,100.25850000000001
12855,72.40568400000001
15981,25.177304964539005
17189,23.573863636363637
20640,80.71453333333334
25580,30.352941176470587
15303,53.27044676957352
9996,66.69
24764,82.36493148698615
27299,112.50710702341138
9103,109.39817772222223
16509,96.26666666666667
20835,10.0
28603,95.0
23531,6.882760714285714
25140,55.146041916167675
17364,8.171149999999999
26682,60.78729166666667
7998,93.45947641351621
27093,99.42877777777778
24052,141.21928964862298
14097,86.05596240601504
28493,40.71333333333334
10044,107.03909090909092
17706,96.397
22526,69.89247311827957
27706,1621.8463057929725
19672,56.994791666666664
22961,81.54499
26981,76.16000000000001
28292,97.5
17375,21.428571428571427
23977,70.60876656830548
13774,67.26824388768698
19686,93.27430584707646
11017,130.6242
16675,73.44000000000001
23991,0.0602
18989,24.81063333333333
19169,34.88953333333333
19471,91.509
5903,82.70457460453186
24894,52.37804318181819
26511,69.13921488319339
4313,2.8416995130999307
23331,40.838545454545454
23705,103.47299970238093
22522,13.206632036523875
15406,77.81142857142858
19958,60.0
24881,47.42462222222222
25707,22.43417142857143
15309,64.24643401060356
24207,29.94483063377082
25187,54.23642848278504
27184,49.293
16350,103.81613225108227
22508,115.76153846153846
14583,61.16452473042663
14220,101.8312879177378
10718,111.84082597937241
7020,41.80555555555556
18223,51.0
26567,54.13495442106012
7615,70.52448935942681
12863,100.32163558027412
21698,77.41031691709722
10414,32.25
29111,48.36363636363637
4896,80.56
10026,113.99999999999999
26245,73.16182513005202
10005,94.64106666666665
23211,92.99409925320971
25314,30.567845828933475
15300,62.47844468293496
18608,81.13881105470952
21907,129.43529411764706
16167,15.234381959829221
18370,97.31
18620,117.47894923076925
19370,67.007711833785
12867,91.51427741355688
17729,83.62933052946939
17874,44.89208633093525
18751,93.94568855099796
11638,67.37966666666667
24272,80.5
26913,100.0
19294,90.39659923024416
19508,9.08
26050,42.857142857142854
16170,0.19642857142857145
18248,13.44
16922,77.03338129496403
18733,94.71992367986799
26481,50.53064520544196
24544,101.80974880525689
27544,77.5
27555,62.17941176470588
11522,42.4
16344,76.90657656926409
18148,45.0
24834,83.41312087912088
9481,134.4
21967,67.0909090909091
24767,81.5441328980219
18231,76.62935264341957
18776,67.84908
21660,90.66666666666666
18142,21.20478
22595,65.60000000000001
16091,42.92
16810,1.932
18670,80.19060510819497
24774,81.88021836865768
27763,61.72427951883376
14821,72.46541374474053
12853,103.83228571428572
15786,62.46444999999999
24649,120.0
6952,120.0
20408,61.76206662986241
21686,64.08070234722257
4751,110.51666666666668
4046,88.1858405122364
18103,27.77777777777778
19090,125.25773195876289
26221,46.94493333333334
26818,51.388888888888886
10357,1.5
28721,60.0
15511,26.60746383257643
12351,31.348325
15836,59.31697142857143
21968,63.0
7277,43.24333333333333
17726,83.08412477931904
22304,81.5477629987908
29216,26.80495853782366
27102,90.05750015515423
14326,97.40123076923078
16575,94.97663636363637
20027,52.68625714640815
15783,37.24
8013,88.7090048429933
19310,85.69459599896076
26061,98.91801055563701
27296,111.78053359683796
11847,30.0
24561,29.599999999999998
29874,37.044
4887,123.38709677419355
8684,24.0
19693,67.83872616984404
22369,40.6
20991,371.9077190127475
14045,129.77518846153845
19304,104.2780270941996
21079,64.63600000000001
22265,51.29952984137852
19941,62.838408
25183,56.1715506682566
18680,9.375
18803,239.2
24571,60.05003592054238
27582,37.4933908045977
17638,17.955
20742,89.95
20620,0.0
22353,60.9
18134,29.056150698122295
21600,7.5750881273394635
17563,30.11666666666667
20600,93.7284
27975,49.26323369960999
20641,74.28085
25708,18.936742857142857
26250,74.85428264776358
16055,30.023915667281674
10006,26.666666666666668
27557,111.34299999999999
29105,99.39223222748814
22266,115.05561023622049
11042,25.34068
23733,62.09259830092597
15515,49.59760409176077
17945,8.448
4044,86.85955581910329
18759,36.1825
12716,44.879999999999995
16349,23.98342681818182
18887,0.0
10017,71.84682352941176
24948,106.18666666666667
19373,86.00648640915594
16384,118.5
19067,105.22060752840909
17194,103.7644
4039,104.67077142857141
24517,71.3532
25334,53.1358204280781
